,date,year,month,hour,bikes_used,bike_used,year_month
2238,2020-08-02T06:00:00,2020,8,06,0,235.0,2020-8
2239,2020-08-02T07:00:00,2020,8,07,0,323.0,2020-8
2240,2020-08-02T08:00:00,2020,8,08,0,424.0,2020-8
2241,2020-08-02T09:00:00,2020,8,09,0,650.0,2020-8
2242,2020-08-02T10:00:00,2020,8,10,0,733.0,2020-8
2243,2020-08-02T11:00:00,2020,8,11,0,859.0,2020-8
2244,2020-08-02T12:00:00,2020,8,12,0,945.0,2020-8
2245,2020-08-02T13:00:00,2020,8,13,0,961.0,2020-8
2246,2020-08-02T14:00:00,2020,8,14,0,962.0,2020-8
2247,2020-08-02T15:00:00,2020,8,15,0,958.0,2020-8
2248,2020-08-02T16:00:00,2020,8,16,0,936.0,2020-8
2249,2020-08-02T17:00:00,2020,8,17,0,855.0,2020-8
2250,2020-08-02T18:00:00,2020,8,18,0,763.0,2020-8
2251,2020-08-02T19:00:00,2020,8,19,0,843.0,2020-8
2252,2020-08-02T20:00:00,2020,8,20,0,679.0,2020-8
2253,2020-08-02T21:00:00,2020,8,21,0,494.0,2020-8
2254,2020-08-02T22:00:00,2020,8,22,0,408.0,2020-8
2255,2020-08-02T23:00:00,2020,8,23,0,290.0,2020-8
2256,2020-08-03T00:00:00,2020,8,00,0,217.0,2020-8
2257,2020-08-03T01:00:00,2020,8,01,0,185.0,2020-8
2258,2020-08-03T02:00:00,2020,8,02,0,163.0,2020-8
2259,2020-08-03T03:00:00,2020,8,03,0,160.0,2020-8
2260,2020-08-03T04:00:00,2020,8,04,0,171.0,2020-8
2261,2020-08-03T05:00:00,2020,8,05,0,219.0,2020-8
2262,2020-08-03T06:00:00,2020,8,06,0,298.0,2020-8
2263,2020-08-03T07:00:00,2020,8,07,0,434.0,2020-8
2264,2020-08-03T08:00:00,2020,8,08,0,565.0,2020-8
2265,2020-08-03T09:00:00,2020,8,09,0,475.0,2020-8
2266,2020-08-03T10:00:00,2020,8,10,0,480.0,2020-8
2267,2020-08-03T11:00:00,2020,8,11,0,551.0,2020-8
2268,2020-08-03T12:00:00,2020,8,12,0,577.0,2020-8
2269,2020-08-03T13:00:00,2020,8,13,0,653.0,2020-8
2270,2020-08-03T14:00:00,2020,8,14,0,570.0,2020-8
2271,2020-08-03T15:00:00,2020,8,15,0,483.0,2020-8
2272,2020-08-03T16:00:00,2020,8,16,0,424.0,2020-8
2273,2020-08-03T17:00:00,2020,8,17,0,233.0,2020-8
2274,2020-08-03T18:00:00,2020,8,18,0,330.0,2020-8
2275,2020-08-03T19:00:00,2020,8,19,0,244.0,2020-8
2276,2020-08-03T20:00:00,2020,8,20,0,308.0,2020-8
2277,2020-08-03T21:00:00,2020,8,21,0,242.0,2020-8
2278,2020-08-03T22:00:00,2020,8,22,0,219.0,2020-8
2279,2020-08-03T23:00:00,2020,8,23,0,200.0,2020-8
2280,2020-08-04T00:00:00,2020,8,00,0,164.0,2020-8
2281,2020-08-04T01:00:00,2020,8,01,0,148.0,2020-8
2282,2020-08-04T02:00:00,2020,8,02,0,147.0,2020-8
2283,2020-08-04T03:00:00,2020,8,03,0,139.0,2020-8
2284,2020-08-04T04:00:00,2020,8,04,0,145.0,2020-8
2285,2020-08-04T05:00:00,2020,8,05,0,153.0,2020-8
2286,2020-08-04T06:00:00,2020,8,06,0,165.0,2020-8
2287,2020-08-04T07:00:00,2020,8,07,0,174.0,2020-8
2288,2020-08-04T08:00:00,2020,8,08,0,167.0,2020-8
2289,2020-08-04T09:00:00,2020,8,09,0,158.0,2020-8
2290,2020-08-04T10:00:00,2020,8,10,0,197.0,2020-8
2291,2020-08-04T11:00:00,2020,8,11,0,300.0,2020-8
2292,2020-08-04T12:00:00,2020,8,12,0,442.0,2020-8
2293,2020-08-04T13:00:00,2020,8,13,0,514.0,2020-8
2294,2020-08-04T14:00:00,2020,8,14,0,520.0,2020-8
2295,2020-08-04T15:00:00,2020,8,15,0,567.0,2020-8
2296,2020-08-04T16:00:00,2020,8,16,0,659.0,2020-8
2297,2020-08-04T17:00:00,2020,8,17,0,892.0,2020-8
2298,2020-08-04T18:00:00,2020,8,18,0,979.0,2020-8
2299,2020-08-04T19:00:00,2020,8,19,0,914.0,2020-8
2300,2020-08-04T20:00:00,2020,8,20,0,646.0,2020-8
2301,2020-08-04T21:00:00,2020,8,21,0,399.0,2020-8
2302,2020-08-04T22:00:00,2020,8,22,0,271.0,2020-8
2303,2020-08-04T23:00:00,2020,8,23,0,251.0,2020-8
2304,2020-08-05T00:00:00,2020,8,00,0,195.0,2020-8
2305,2020-08-05T01:00:00,2020,8,01,0,152.0,2020-8
2306,2020-08-05T02:00:00,2020,8,02,0,150.0,2020-8
2307,2020-08-05T03:00:00,2020,8,03,0,150.0,2020-8
2308,2020-08-05T04:00:00,2020,8,04,0,160.0,2020-8
2309,2020-08-05T05:00:00,2020,8,05,0,200.0,2020-8
2310,2020-08-05T06:00:00,2020,8,06,0,317.0,2020-8
2311,2020-08-05T07:00:00,2020,8,07,0,494.0,2020-8
2312,2020-08-05T08:00:00,2020,8,08,0,583.0,2020-8
2313,2020-08-05T09:00:00,2020,8,09,0,468.0,2020-8
2314,2020-08-05T10:00:00,2020,8,10,0,483.0,2020-8
2315,2020-08-05T11:00:00,2020,8,11,0,503.0,2020-8
2316,2020-08-05T12:00:00,2020,8,12,0,556.0,2020-8
2317,2020-08-05T13:00:00,2020,8,13,0,573.0,2020-8
2318,2020-08-05T14:00:00,2020,8,14,0,573.0,2020-8
2319,2020-08-05T15:00:00,2020,8,15,0,605.0,2020-8
2320,2020-08-05T16:00:00,2020,8,16,0,730.0,2020-8
2321,2020-08-05T17:00:00,2020,8,17,0,999.0,2020-8
2322,2020-08-05T18:00:00,2020,8,18,0,1091.0,2020-8
2323,2020-08-05T19:00:00,2020,8,19,0,1056.0,2020-8
2324,2020-08-05T20:00:00,2020,8,20,0,827.0,2020-8
2325,2020-08-05T21:00:00,2020,8,21,0,485.0,2020-8
2326,2020-08-05T22:00:00,2020,8,22,0,404.0,2020-8
2327,2020-08-05T23:00:00,2020,8,23,0,283.0,2020-8
2328,2020-08-06T00:00:00,2020,8,00,0,173.0,2020-8
2329,2020-08-06T01:00:00,2020,8,01,0,163.0,2020-8
2330,2020-08-06T02:00:00,2020,8,02,0,156.0,2020-8
2331,2020-08-06T03:00:00,2020,8,03,0,147.0,2020-8
2332,2020-08-06T04:00:00,2020,8,04,0,145.0,2020-8
2333,2020-08-06T05:00:00,2020,8,05,0,154.0,2020-8
2334,2020-08-06T06:00:00,2020,8,06,0,231.0,2020-8
2335,2020-08-06T07:00:00,2020,8,07,0,379.0,2020-8
2336,2020-08-06T08:00:00,2020,8,08,0,430.0,2020-8
2337,2020-08-06T09:00:00,2020,8,09,0,391.0,2020-8
2338,2020-08-06T10:00:00,2020,8,10,0,414.0,2020-8
2339,2020-08-06T11:00:00,2020,8,11,0,448.0,2020-8
2340,2020-08-06T12:00:00,2020,8,12,0,488.0,2020-8
2341,2020-08-06T13:00:00,2020,8,13,0,558.0,2020-8
2342,2020-08-06T14:00:00,2020,8,14,0,558.0,2020-8
2343,2020-08-06T15:00:00,2020,8,15,0,540.0,2020-8
2344,2020-08-06T16:00:00,2020,8,16,0,563.0,2020-8
2345,2020-08-06T17:00:00,2020,8,17,0,685.0,2020-8
2346,2020-08-06T18:00:00,2020,8,18,0,796.0,2020-8
2347,2020-08-06T19:00:00,2020,8,19,0,678.0,2020-8
2348,2020-08-06T20:00:00,2020,8,20,0,448.0,2020-8
2349,2020-08-06T21:00:00,2020,8,21,0,344.0,2020-8
2350,2020-08-06T22:00:00,2020,8,22,0,272.0,2020-8
2351,2020-08-06T23:00:00,2020,8,23,0,256.0,2020-8
2352,2020-08-07T00:00:00,2020,8,00,0,209.0,2020-8
2353,2020-08-07T01:00:00,2020,8,01,0,172.0,2020-8
2354,2020-08-07T02:00:00,2020,8,02,0,153.0,2020-8
2355,2020-08-07T03:00:00,2020,8,03,0,149.0,2020-8
2356,2020-08-07T04:00:00,2020,8,04,0,168.0,2020-8
2357,2020-08-07T05:00:00,2020,8,05,0,198.0,2020-8
2358,2020-08-07T06:00:00,2020,8,06,0,290.0,2020-8
2359,2020-08-07T07:00:00,2020,8,07,0,408.0,2020-8
2360,2020-08-07T08:00:00,2020,8,08,0,479.0,2020-8
2361,2020-08-07T09:00:00,2020,8,09,0,437.0,2020-8
2362,2020-08-07T10:00:00,2020,8,10,0,461.0,2020-8
2363,2020-08-07T11:00:00,2020,8,11,0,544.0,2020-8
2364,2020-08-07T12:00:00,2020,8,12,0,579.0,2020-8
2365,2020-08-07T13:00:00,2020,8,13,0,609.0,2020-8
2366,2020-08-07T14:00:00,2020,8,14,0,631.0,2020-8
2367,2020-08-07T15:00:00,2020,8,15,0,700.0,2020-8
2368,2020-08-07T16:00:00,2020,8,16,0,736.0,2020-8
2369,2020-08-07T17:00:00,2020,8,17,0,948.0,2020-8
2370,2020-08-07T18:00:00,2020,8,18,0,1029.0,2020-8
2371,2020-08-07T19:00:00,2020,8,19,0,939.0,2020-8
2372,2020-08-07T20:00:00,2020,8,20,0,706.0,2020-8
2373,2020-08-07T21:00:00,2020,8,21,0,400.0,2020-8
2374,2020-08-07T22:00:00,2020,8,22,0,361.0,2020-8
2375,2020-08-07T23:00:00,2020,8,23,0,322.0,2020-8
2376,2020-08-08T00:00:00,2020,8,00,0,311.0,2020-8
2377,2020-08-08T01:00:00,2020,8,01,0,242.0,2020-8
2378,2020-08-08T02:00:00,2020,8,02,0,208.0,2020-8
2379,2020-08-08T03:00:00,2020,8,03,0,176.0,2020-8
2380,2020-08-08T04:00:00,2020,8,04,0,167.0,2020-8
2381,2020-08-08T05:00:00,2020,8,05,0,180.0,2020-8
2382,2020-08-08T06:00:00,2020,8,06,0,264.0,2020-8
2383,2020-08-08T07:00:00,2020,8,07,0,355.0,2020-8
2384,2020-08-08T08:00:00,2020,8,08,0,538.0,2020-8
2385,2020-08-08T09:00:00,2020,8,09,0,693.0,2020-8
2386,2020-08-08T10:00:00,2020,8,10,0,908.0,2020-8
2387,2020-08-08T11:00:00,2020,8,11,0,1008.0,2020-8
2388,2020-08-08T12:00:00,2020,8,12,0,1071.0,2020-8
2389,2020-08-08T13:00:00,2020,8,13,0,1138.0,2020-8
2390,2020-08-08T14:00:00,2020,8,14,0,1173.0,2020-8
2391,2020-08-08T15:00:00,2020,8,15,0,1197.0,2020-8
2392,2020-08-08T16:00:00,2020,8,16,0,1211.0,2020-8
2393,2020-08-08T17:00:00,2020,8,17,0,1129.0,2020-8
2394,2020-08-08T18:00:00,2020,8,18,0,1094.0,2020-8
2395,2020-08-08T19:00:00,2020,8,19,0,1008.0,2020-8
2396,2020-08-08T20:00:00,2020,8,20,0,867.0,2020-8
2397,2020-08-08T21:00:00,2020,8,21,0,608.0,2020-8
2398,2020-08-08T22:00:00,2020,8,22,0,499.0,2020-8
2399,2020-08-08T23:00:00,2020,8,23,0,497.0,2020-8
2400,2020-08-09T00:00:00,2020,8,00,0,364.0,2020-8
2401,2020-08-09T01:00:00,2020,8,01,0,268.0,2020-8
2402,2020-08-09T02:00:00,2020,8,02,0,222.0,2020-8
2403,2020-08-09T03:00:00,2020,8,03,0,192.0,2020-8
2404,2020-08-09T04:00:00,2020,8,04,0,187.0,2020-8
2405,2020-08-09T05:00:00,2020,8,05,0,187.0,2020-8
2406,2020-08-09T06:00:00,2020,8,06,0,254.0,2020-8
2407,2020-08-09T07:00:00,2020,8,07,0,346.0,2020-8
2408,2020-08-09T08:00:00,2020,8,08,0,430.0,2020-8
2409,2020-08-09T09:00:00,2020,8,09,0,640.0,2020-8
2410,2020-08-09T10:00:00,2020,8,10,0,815.0,2020-8
2411,2020-08-09T11:00:00,2020,8,11,0,926.0,2020-8
2412,2020-08-09T12:00:00,2020,8,12,0,1039.0,2020-8
2413,2020-08-09T13:00:00,2020,8,13,0,1092.0,2020-8
2414,2020-08-09T14:00:00,2020,8,14,0,680.0,2020-8
2415,2020-08-09T15:00:00,2020,8,15,0,876.0,2020-8
2416,2020-08-09T16:00:00,2020,8,16,0,921.0,2020-8
2417,2020-08-09T17:00:00,2020,8,17,0,890.0,2020-8
2418,2020-08-09T18:00:00,2020,8,18,0,985.0,2020-8
2419,2020-08-09T19:00:00,2020,8,19,0,878.0,2020-8
2420,2020-08-09T20:00:00,2020,8,20,0,673.0,2020-8
2421,2020-08-09T21:00:00,2020,8,21,0,478.0,2020-8
2422,2020-08-09T22:00:00,2020,8,22,0,403.0,2020-8
2423,2020-08-09T23:00:00,2020,8,23,0,301.0,2020-8
2424,2020-08-10T00:00:00,2020,8,00,0,221.0,2020-8
2425,2020-08-10T01:00:00,2020,8,01,0,190.0,2020-8
2426,2020-08-10T02:00:00,2020,8,02,0,177.0,2020-8
2427,2020-08-10T03:00:00,2020,8,03,0,173.0,2020-8
2428,2020-08-10T04:00:00,2020,8,04,0,187.0,2020-8
2429,2020-08-10T05:00:00,2020,8,05,0,227.0,2020-8
2430,2020-08-10T06:00:00,2020,8,06,0,323.0,2020-8
2431,2020-08-10T07:00:00,2020,8,07,0,448.0,2020-8
2432,2020-08-10T08:00:00,2020,8,08,0,514.0,2020-8
2433,2020-08-10T09:00:00,2020,8,09,0,440.0,2020-8
2434,2020-08-10T10:00:00,2020,8,10,0,440.0,2020-8
2435,2020-08-10T11:00:00,2020,8,11,0,470.0,2020-8
2436,2020-08-10T12:00:00,2020,8,12,0,544.0,2020-8
2437,2020-08-10T13:00:00,2020,8,13,0,520.0,2020-8
2438,2020-08-10T14:00:00,2020,8,14,0,534.0,2020-8
2439,2020-08-10T15:00:00,2020,8,15,0,586.0,2020-8
2440,2020-08-10T16:00:00,2020,8,16,0,642.0,2020-8
2441,2020-08-10T17:00:00,2020,8,17,0,737.0,2020-8
2442,2020-08-10T18:00:00,2020,8,18,0,890.0,2020-8
2443,2020-08-10T19:00:00,2020,8,19,0,884.0,2020-8
2444,2020-08-10T20:00:00,2020,8,20,0,620.0,2020-8
2445,2020-08-10T21:00:00,2020,8,21,0,408.0,2020-8
2446,2020-08-10T22:00:00,2020,8,22,0,358.0,2020-8
2447,2020-08-10T23:00:00,2020,8,23,0,254.0,2020-8
2448,2020-08-11T00:00:00,2020,8,00,0,196.0,2020-8
2449,2020-08-11T01:00:00,2020,8,01,0,179.0,2020-8
2450,2020-08-11T02:00:00,2020,8,02,0,160.0,2020-8
2451,2020-08-11T03:00:00,2020,8,03,0,162.0,2020-8
2452,2020-08-11T04:00:00,2020,8,04,0,169.0,2020-8
2453,2020-08-11T05:00:00,2020,8,05,0,218.0,2020-8
2454,2020-08-11T06:00:00,2020,8,06,0,336.0,2020-8
2455,2020-08-11T07:00:00,2020,8,07,0,478.0,2020-8
2456,2020-08-11T08:00:00,2020,8,08,0,559.0,2020-8
2457,2020-08-11T09:00:00,2020,8,09,0,443.0,2020-8
2458,2020-08-11T10:00:00,2020,8,10,0,431.0,2020-8
2459,2020-08-11T11:00:00,2020,8,11,0,489.0,2020-8
2460,2020-08-11T12:00:00,2020,8,12,0,552.0,2020-8
2461,2020-08-11T13:00:00,2020,8,13,0,518.0,2020-8
2462,2020-08-11T14:00:00,2020,8,14,0,529.0,2020-8
2463,2020-08-11T15:00:00,2020,8,15,0,562.0,2020-8
2464,2020-08-11T16:00:00,2020,8,16,0,670.0,2020-8
2465,2020-08-11T17:00:00,2020,8,17,0,905.0,2020-8
2466,2020-08-11T18:00:00,2020,8,18,0,942.0,2020-8
2467,2020-08-11T19:00:00,2020,8,19,0,987.0,2020-8
2468,2020-08-11T20:00:00,2020,8,20,0,656.0,2020-8
2469,2020-08-11T21:00:00,2020,8,21,0,460.0,2020-8
2470,2020-08-11T22:00:00,2020,8,22,0,351.0,2020-8
2471,2020-08-11T23:00:00,2020,8,23,0,286.0,2020-8
2472,2020-08-12T00:00:00,2020,8,00,0,210.0,2020-8
2473,2020-08-12T01:00:00,2020,8,01,0,180.0,2020-8
2474,2020-08-12T02:00:00,2020,8,02,0,172.0,2020-8
2475,2020-08-12T03:00:00,2020,8,03,0,161.0,2020-8
2476,2020-08-12T04:00:00,2020,8,04,0,164.0,2020-8
2477,2020-08-12T05:00:00,2020,8,05,0,168.0,2020-8
2478,2020-08-12T06:00:00,2020,8,06,0,194.0,2020-8
2479,2020-08-12T07:00:00,2020,8,07,0,292.0,2020-8
2480,2020-08-12T08:00:00,2020,8,08,0,400.0,2020-8
2481,2020-08-12T09:00:00,2020,8,09,0,434.0,2020-8
2482,2020-08-12T10:00:00,2020,8,10,0,449.0,2020-8
2483,2020-08-12T11:00:00,2020,8,11,0,505.0,2020-8
2484,2020-08-12T12:00:00,2020,8,12,0,560.0,2020-8
2485,2020-08-12T13:00:00,2020,8,13,0,525.0,2020-8
2486,2020-08-12T14:00:00,2020,8,14,0,517.0,2020-8
2487,2020-08-12T15:00:00,2020,8,15,0,558.0,2020-8
2488,2020-08-12T16:00:00,2020,8,16,0,609.0,2020-8
2489,2020-08-12T17:00:00,2020,8,17,0,703.0,2020-8
2490,2020-08-12T18:00:00,2020,8,18,0,770.0,2020-8
2491,2020-08-12T19:00:00,2020,8,19,0,736.0,2020-8
2492,2020-08-12T20:00:00,2020,8,20,0,529.0,2020-8
2493,2020-08-12T21:00:00,2020,8,21,0,371.0,2020-8
2494,2020-08-12T22:00:00,2020,8,22,0,315.0,2020-8
2495,2020-08-12T23:00:00,2020,8,23,0,264.0,2020-8
2496,2020-08-13T00:00:00,2020,8,00,0,198.0,2020-8
2497,2020-08-13T01:00:00,2020,8,01,0,178.0,2020-8
2498,2020-08-13T02:00:00,2020,8,02,0,155.0,2020-8
2499,2020-08-13T03:00:00,2020,8,03,0,154.0,2020-8
2500,2020-08-13T04:00:00,2020,8,04,0,150.0,2020-8
2501,2020-08-13T05:00:00,2020,8,05,0,200.0,2020-8
2502,2020-08-13T06:00:00,2020,8,06,0,272.0,2020-8
2503,2020-08-13T07:00:00,2020,8,07,0,227.0,2020-8
2504,2020-08-13T08:00:00,2020,8,08,0,249.0,2020-8
2505,2020-08-13T09:00:00,2020,8,09,0,182.0,2020-8
2506,2020-08-13T10:00:00,2020,8,10,0,167.0,2020-8
2507,2020-08-13T11:00:00,2020,8,11,0,221.0,2020-8
2508,2020-08-13T12:00:00,2020,8,12,0,358.0,2020-8
2509,2020-08-13T13:00:00,2020,8,13,0,485.0,2020-8
2510,2020-08-13T14:00:00,2020,8,14,0,470.0,2020-8
2511,2020-08-13T15:00:00,2020,8,15,0,531.0,2020-8
2512,2020-08-13T16:00:00,2020,8,16,0,642.0,2020-8
2513,2020-08-13T17:00:00,2020,8,17,0,824.0,2020-8
2514,2020-08-13T18:00:00,2020,8,18,0,960.0,2020-8
2515,2020-08-13T19:00:00,2020,8,19,0,849.0,2020-8
2516,2020-08-13T20:00:00,2020,8,20,0,618.0,2020-8
2517,2020-08-13T21:00:00,2020,8,21,0,436.0,2020-8
2518,2020-08-13T22:00:00,2020,8,22,0,343.0,2020-8
2519,2020-08-13T23:00:00,2020,8,23,0,301.0,2020-8
2520,2020-08-14T00:00:00,2020,8,00,0,212.0,2020-8
2521,2020-08-14T01:00:00,2020,8,01,0,193.0,2020-8
2522,2020-08-14T02:00:00,2020,8,02,0,163.0,2020-8
2523,2020-08-14T03:00:00,2020,8,03,0,151.0,2020-8
2524,2020-08-14T04:00:00,2020,8,04,0,161.0,2020-8
2525,2020-08-14T05:00:00,2020,8,05,0,189.0,2020-8
2526,2020-08-14T06:00:00,2020,8,06,0,271.0,2020-8
2527,2020-08-14T07:00:00,2020,8,07,0,405.0,2020-8
2528,2020-08-14T08:00:00,2020,8,08,0,537.0,2020-8
2529,2020-08-14T09:00:00,2020,8,09,0,439.0,2020-8
2530,2020-08-14T10:00:00,2020,8,10,0,434.0,2020-8
2531,2020-08-14T11:00:00,2020,8,11,0,559.0,2020-8
2532,2020-08-14T12:00:00,2020,8,12,0,627.0,2020-8
2533,2020-08-14T13:00:00,2020,8,13,0,656.0,2020-8
2534,2020-08-14T14:00:00,2020,8,14,0,656.0,2020-8
2535,2020-08-14T15:00:00,2020,8,15,0,678.0,2020-8
2536,2020-08-14T16:00:00,2020,8,16,0,703.0,2020-8
2537,2020-08-14T17:00:00,2020,8,17,0,902.0,2020-8
2538,2020-08-14T18:00:00,2020,8,18,0,957.0,2020-8
2539,2020-08-14T19:00:00,2020,8,19,0,987.0,2020-8
2540,2020-08-14T20:00:00,2020,8,20,0,621.0,2020-8
2541,2020-08-14T21:00:00,2020,8,21,0,506.0,2020-8
2542,2020-08-14T22:00:00,2020,8,22,0,473.0,2020-8
2543,2020-08-14T23:00:00,2020,8,23,0,417.0,2020-8
2544,2020-08-15T00:00:00,2020,8,00,0,386.0,2020-8
2545,2020-08-15T01:00:00,2020,8,01,0,291.0,2020-8
2546,2020-08-15T02:00:00,2020,8,02,0,209.0,2020-8
2547,2020-08-15T03:00:00,2020,8,03,0,185.0,2020-8
2548,2020-08-15T04:00:00,2020,8,04,0,162.0,2020-8
2549,2020-08-15T05:00:00,2020,8,05,0,163.0,2020-8
2550,2020-08-15T06:00:00,2020,8,06,0,224.0,2020-8
2551,2020-08-15T07:00:00,2020,8,07,0,294.0,2020-8
2552,2020-08-15T08:00:00,2020,8,08,0,443.0,2020-8
2553,2020-08-15T09:00:00,2020,8,09,0,592.0,2020-8
2554,2020-08-15T10:00:00,2020,8,10,0,811.0,2020-8
2555,2020-08-15T11:00:00,2020,8,11,0,974.0,2020-8
2556,2020-08-15T12:00:00,2020,8,12,0,1010.0,2020-8
2557,2020-08-15T13:00:00,2020,8,13,0,1032.0,2020-8
2558,2020-08-15T14:00:00,2020,8,14,0,1059.0,2020-8
2559,2020-08-15T15:00:00,2020,8,15,0,998.0,2020-8
2560,2020-08-15T16:00:00,2020,8,16,0,906.0,2020-8
2561,2020-08-15T17:00:00,2020,8,17,0,723.0,2020-8
2562,2020-08-15T18:00:00,2020,8,18,0,736.0,2020-8
2563,2020-08-15T19:00:00,2020,8,19,0,510.0,2020-8
2564,2020-08-15T20:00:00,2020,8,20,0,400.0,2020-8
2565,2020-08-15T21:00:00,2020,8,21,0,383.0,2020-8
2566,2020-08-15T22:00:00,2020,8,22,0,339.0,2020-8
2567,2020-08-15T23:00:00,2020,8,23,0,331.0,2020-8
2568,2020-08-16T00:00:00,2020,8,00,0,251.0,2020-8
2569,2020-08-16T01:00:00,2020,8,01,0,177.0,2020-8
2570,2020-08-16T02:00:00,2020,8,02,0,163.0,2020-8
2571,2020-08-16T03:00:00,2020,8,03,0,151.0,2020-8
2572,2020-08-16T04:00:00,2020,8,04,0,152.0,2020-8
2573,2020-08-16T05:00:00,2020,8,05,0,156.0,2020-8
2574,2020-08-16T06:00:00,2020,8,06,0,165.0,2020-8
2575,2020-08-16T07:00:00,2020,8,07,0,221.0,2020-8
2576,2020-08-16T08:00:00,2020,8,08,0,268.0,2020-8
2577,2020-08-16T09:00:00,2020,8,09,0,330.0,2020-8
2578,2020-08-16T10:00:00,2020,8,10,0,496.0,2020-8
2579,2020-08-16T11:00:00,2020,8,11,0,457.0,2020-8
2580,2020-08-16T12:00:00,2020,8,12,0,509.0,2020-8
2581,2020-08-16T13:00:00,2020,8,13,0,663.0,2020-8
2582,2020-08-16T14:00:00,2020,8,14,0,837.0,2020-8
2583,2020-08-16T15:00:00,2020,8,15,0,954.0,2020-8
2584,2020-08-16T16:00:00,2020,8,16,0,917.0,2020-8
2585,2020-08-16T17:00:00,2020,8,17,0,907.0,2020-8
2586,2020-08-16T18:00:00,2020,8,18,0,838.0,2020-8
2587,2020-08-16T19:00:00,2020,8,19,0,793.0,2020-8
2588,2020-08-16T20:00:00,2020,8,20,0,561.0,2020-8
2589,2020-08-16T21:00:00,2020,8,21,0,412.0,2020-8
2590,2020-08-16T22:00:00,2020,8,22,0,315.0,2020-8
2591,2020-08-16T23:00:00,2020,8,23,0,235.0,2020-8
2592,2020-08-17T00:00:00,2020,8,00,0,207.0,2020-8
2593,2020-08-17T01:00:00,2020,8,01,0,183.0,2020-8
2594,2020-08-17T02:00:00,2020,8,02,0,174.0,2020-8
2595,2020-08-17T03:00:00,2020,8,03,0,159.0,2020-8
2596,2020-08-17T04:00:00,2020,8,04,0,158.0,2020-8
2597,2020-08-17T05:00:00,2020,8,05,0,193.0,2020-8
2598,2020-08-17T06:00:00,2020,8,06,0,270.0,2020-8
2599,2020-08-17T07:00:00,2020,8,07,0,439.0,2020-8
2600,2020-08-17T08:00:00,2020,8,08,0,517.0,2020-8
2601,2020-08-17T09:00:00,2020,8,09,0,441.0,2020-8
2602,2020-08-17T10:00:00,2020,8,10,0,456.0,2020-8
2603,2020-08-17T11:00:00,2020,8,11,0,518.0,2020-8
2604,2020-08-17T12:00:00,2020,8,12,0,610.0,2020-8
2605,2020-08-17T13:00:00,2020,8,13,0,598.0,2020-8
2606,2020-08-17T14:00:00,2020,8,14,0,578.0,2020-8
2607,2020-08-17T15:00:00,2020,8,15,0,631.0,2020-8
2608,2020-08-17T16:00:00,2020,8,16,0,548.0,2020-8
2609,2020-08-17T17:00:00,2020,8,17,0,686.0,2020-8
2610,2020-08-17T18:00:00,2020,8,18,0,672.0,2020-8
2611,2020-08-17T19:00:00,2020,8,19,0,600.0,2020-8
2612,2020-08-17T20:00:00,2020,8,20,0,491.0,2020-8
2613,2020-08-17T21:00:00,2020,8,21,0,327.0,2020-8
2614,2020-08-17T22:00:00,2020,8,22,0,280.0,2020-8
2615,2020-08-17T23:00:00,2020,8,23,0,240.0,2020-8
2616,2020-08-18T00:00:00,2020,8,00,0,197.0,2020-8
2617,2020-08-18T01:00:00,2020,8,01,0,177.0,2020-8
2618,2020-08-18T02:00:00,2020,8,02,0,163.0,2020-8
2619,2020-08-18T03:00:00,2020,8,03,0,162.0,2020-8
2620,2020-08-18T04:00:00,2020,8,04,0,162.0,2020-8
2621,2020-08-18T05:00:00,2020,8,05,0,201.0,2020-8
2622,2020-08-18T06:00:00,2020,8,06,0,328.0,2020-8
2623,2020-08-18T07:00:00,2020,8,07,0,478.0,2020-8
2624,2020-08-18T08:00:00,2020,8,08,0,533.0,2020-8
2625,2020-08-18T09:00:00,2020,8,09,0,436.0,2020-8
2626,2020-08-18T10:00:00,2020,8,10,0,497.0,2020-8
2627,2020-08-18T11:00:00,2020,8,11,0,506.0,2020-8
2628,2020-08-18T12:00:00,2020,8,12,0,577.0,2020-8
2629,2020-08-18T13:00:00,2020,8,13,0,618.0,2020-8
2630,2020-08-18T14:00:00,2020,8,14,0,583.0,2020-8
2631,2020-08-18T15:00:00,2020,8,15,0,668.0,2020-8
2632,2020-08-18T16:00:00,2020,8,16,0,769.0,2020-8
2633,2020-08-18T17:00:00,2020,8,17,0,1027.0,2020-8
2634,2020-08-18T18:00:00,2020,8,18,0,1084.0,2020-8
2635,2020-08-18T19:00:00,2020,8,19,0,988.0,2020-8
2636,2020-08-18T20:00:00,2020,8,20,0,760.0,2020-8
2637,2020-08-18T21:00:00,2020,8,21,0,423.0,2020-8
2638,2020-08-18T22:00:00,2020,8,22,0,343.0,2020-8
2639,2020-08-18T23:00:00,2020,8,23,0,267.0,2020-8
2640,2020-08-19T00:00:00,2020,8,00,0,216.0,2020-8
2641,2020-08-19T01:00:00,2020,8,01,0,184.0,2020-8
2642,2020-08-19T02:00:00,2020,8,02,0,167.0,2020-8
2643,2020-08-19T03:00:00,2020,8,03,0,151.0,2020-8
2644,2020-08-19T04:00:00,2020,8,04,0,157.0,2020-8
2645,2020-08-19T05:00:00,2020,8,05,0,166.0,2020-8
2646,2020-08-19T06:00:00,2020,8,06,0,233.0,2020-8
2647,2020-08-19T07:00:00,2020,8,07,0,243.0,2020-8
