date,year,month,hour,bikes_used,bike_used,year_month
2020-05-18T07:00:00,2020,5,7,0,158.0,2020-5
2020-05-18T08:00:00,2020,5,8,0,193.0,2020-5
2020-05-18T09:00:00,2020,5,9,0,188.0,2020-5
2020-05-18T10:00:00,2020,5,10,0,168.0,2020-5
2020-05-18T11:00:00,2020,5,11,0,181.0,2020-5
2020-05-18T12:00:00,2020,5,12,0,228.0,2020-5
2020-05-18T13:00:00,2020,5,13,0,251.0,2020-5
2020-05-18T14:00:00,2020,5,14,0,261.0,2020-5
2020-05-18T15:00:00,2020,5,15,0,278.0,2020-5
2020-05-18T16:00:00,2020,5,16,0,297.0,2020-5
2020-05-18T17:00:00,2020,5,17,0,416.0,2020-5
2020-05-18T18:00:00,2020,5,18,0,450.0,2020-5
2020-05-18T19:00:00,2020,5,19,0,337.0,2020-5
2020-05-18T20:00:00,2020,5,20,0,208.0,2020-5
2020-05-18T21:00:00,2020,5,21,0,145.0,2020-5
2020-05-18T22:00:00,2020,5,22,0,103.0,2020-5
2020-05-18T23:00:00,2020,5,23,0,101.0,2020-5
2020-05-19T00:00:00,2020,5,0,0,66.0,2020-5
2020-05-19T01:00:00,2020,5,1,0,60.0,2020-5
2020-05-19T02:00:00,2020,5,2,0,57.0,2020-5
2020-05-19T03:00:00,2020,5,3,0,61.0,2020-5
2020-05-19T04:00:00,2020,5,4,0,56.0,2020-5
2020-05-19T05:00:00,2020,5,5,0,75.0,2020-5
2020-05-19T06:00:00,2020,5,6,0,109.0,2020-5
2020-05-19T07:00:00,2020,5,7,0,180.0,2020-5
2020-05-19T08:00:00,2020,5,8,0,188.0,2020-5
2020-05-19T09:00:00,2020,5,9,0,149.0,2020-5
2020-05-19T10:00:00,2020,5,10,0,164.0,2020-5
2020-05-19T11:00:00,2020,5,11,0,217.0,2020-5
2020-05-19T12:00:00,2020,5,12,0,286.0,2020-5
2020-05-19T13:00:00,2020,5,13,0,296.0,2020-5
2020-05-19T14:00:00,2020,5,14,0,309.0,2020-5
2020-05-19T15:00:00,2020,5,15,0,328.0,2020-5
